content,positive_prob,negative_prob,sentiment_class
　　青年人，就是要有志气。  　　……  　　学生自觉地要求实行半工半读，这是好事情，是学校大办工厂的必然趋势，对这种要求可以批准，并应给他们以积极的支持和鼓励。在教学改革中，应当注意发挥广大师生的积极性，多方面地集中群众的智慧。  视察武汉大学的指示  （一九五八年九月十二日下午） ,0.995818,0.00418205,2
#凛冬暖韵·武汉大学2024年钢琴音乐会😇 武汉·钢的琴·名琴馆(金榜名苑店) 用户7841103232的微博视频 ,0.913075,0.0869255,2
改一个字让武汉大学降一个档次？  #武汉聊天室##武汉夜聊# 武汉·武汉大学 ,0.0,0.0,-1
#凛冬暖韵·武汉大学2024年钢琴音乐会😇 武汉·钢的琴·名琴馆(金榜名苑店) 用户7841103232的微博视频 ,0.913075,0.0869255,2
#凛冬暖韵·武汉大学2024年钢琴音乐会😇 武汉·钢的琴·名琴馆(金榜名苑店) 用户7841103232的微博视频 ,0.913075,0.0869255,2
武大恋爱讲座开设3年座无虚席：我教的不是找对象，是了解一段亲密关系 #武汉大学# #恋爱课堂# 视频来源：@齐鲁晚报 广州工会的微博视频 ,0.0,0.0,-1
武汉大学成立人工智能学院，未来肯定在 AI 上会有动作，很期待与武大校友雷军来一次联动啥的 ,0.99894,0.0010599,2
#天津一中学教室天花板坍塌#【#老师回应中学教室天花板坍塌#：已排查维修，确保安全后复课】12月15日，天津。有网友发布视频称，天津经济技术开发区第一中学广达校区（泰达一中高中部） 教室天花板坍塌，教室内一片狼藉。16日，该校一名老师称，事发后，滨海新区、泰达街道的相关部门召开紧急会议，学 ...全文,0.68959,0.31041,2
【#武汉大学宣布成立人工智能学院#】#武汉大学成立一所新学院# 12月16日，武汉大学举行人工智能学院成立大会。学院由中国科学院院士、武大校长张平文教授担任首任院长。学院将于2025年起招生，每年计划招收本科生约150人。  2020年，武汉大学计算机学院获批人工智能本科专业，由计算机学院长期从事人工 ...全文,0.0,0.0,-1
母亲频道开播了@武汉大学 @复旦大学 @华东师范大学 @浙江大学 @中国历史研究院 @中国环境 @武汉大学 @上海交通大学 @成都发布 我正在快手看@吕沛袀母亲频道的直播，一起来吧！ ##快手# @快手 吕沛袀母亲频道的快手直播 ,0.999482,0.000518337,2
不知道我的学生卡还能不能刷进去哈哈哈 武汉·国立武汉大学 ,0.486259,0.513741,1
武汉大学2024年考研礼包#每日一画# ,0.0,0.0,-1
武汉大学人工智能学院成立，明年起招生→_→ 网页链接 ,0.978837,0.0211626,2
#武汉打造科技创新高地# 【中科院院士刘胜：武汉发展未来产业具备先发优势】“武汉现有科研平台和优势产业为未来产业布局打下坚实基础，在未来产业多个领域具备先发优势。”11月28日，在“加快推动‘三个优势转化’，重塑新时代武汉之‘重’”主题报告会科技创新专场上，中国科学院院士、武汉大学动力 ...全文,0.9969,0.00309975,2
#武汉打造科技创新高地# 【新兴产业与未来产业争相崛起 武汉奋力打造具有全国影响力的科技创新高地】为深入学习宣传贯彻习近平总书记考察湖北重要讲话精神，11月28日，武汉举行“打造具有全国影响力的科技创新高地”主题报告会。市委常委、宣传部部长吴朝安出席。 这场报告会是今年“加快推动‘三个优 ...全文,0.0,0.0,-1
#商务印书馆新书早知道# 《数字学术服务创新与实践》 高校图书馆数字学术服务的创新发展最新研究成果。   编辑推荐： 随着数字化环境的不断演进发展，图书馆在数字环境下的空间格局、资源形态以及用户服务发生了翻天覆地的变革。在此背景下，“数字学术”这一概念迅速崛起，成为数字时代图书馆知识服务 ...全文,0.0,0.0,-1
安徽大学#新闻安大# 我校2024国家社科青年项目立项数位列全国第6位 2024年国家社会科学基金年度项目立项结果揭晓，其中青年项目1989项，较2023年（1212项）大幅增加；2021年、2022年社科基金青年项目立项数分别为1103项、1127项。据麦可思研究院近日发布的《国家社科基金青年项目立项100强高校 ...全文,0.958416,0.0415842,2
#武汉大学成立人工智能学院# 12月16日，武汉大学人工智能学院揭牌，武汉大学校长张平文院士担任院长。该学院面向人工智能发展重大需求，致力于打造人工智能领域人才培养基地，科技创新中心和高质量发展赋能平台。  该学院是本硕博一体化培养体系，将于2025年9月正式招生，力争在AI+理学、AI+工学、AI+ ...全文,0.996221,0.00377851,2
NRR文章分享：武汉大学李明昌团队总结铁死亡在脑卒中后脑损伤的病理机制及潜在治疗靶点网页链接 ,0.0,0.0,-1
#校园随手拍#冬季，珞珈山下有一棵落尽了叶却依然笔直挺立的树，相信明年春天它会焕发新的生机（摄影：王鑫） ,0.998544,0.00145563,2
【武大学生：#一句话让学校为我花了快10万#】近日，湖北武汉。#珞珈山下好读书具象化了#武汉大学有同学在社交媒体平台发文感慨“武大真的太宠我了”，只因为学生一句话，学校图书馆“光速拿下”价值99800元的《文明交流互鉴丛书》。据了解，武汉大学图书馆在一年内已通过荐购渠道为同学们采购价值近百 ...全文,0.994539,0.00546081,2
#凛冬暖韵·武汉大学2024年钢琴音乐会😇 武汉·钢的琴·名琴馆(金榜名苑店) 用户7841103232的微博视频 ,0.0,0.0,-1
Hello I am Lolo 武汉·武汉大学 ,0.991683,0.00831738,2
#天津天花板坍塌学校已复课#【#教师回应中学教室天花板坍塌#：已排查维修，确保安全后复课】据九派新闻，12月15日，天津。有网友发布视频称，天津经济技术开发区第一中学广达校区（泰达一中高中部） 教室天花板坍塌，教室内一片狼藉。16日，该校一名老师称，事发后，滨海新区、泰达街道的相关部门召开 ...全文,0.647938,0.352062,2
#天津天花板坍塌学校已复课#【#教师回应中学教室天花板坍塌#：已排查维修，确保安全后复课】据九派新闻，12月15日，天津。有网友发布视频称，天津经济技术开发区第一中学广达校区（泰达一中高中部） 教室天花板坍塌，教室内一片狼藉。16日，该校一名老师称，事发后，滨海新区、泰达街道的相关部门召开 ...全文,0.0,0.0,-1
发布了头条文章：《中建集团与武汉大学签署战略合作协议》 中建集团与武汉大学签署战略合作协议 ,0.514861,0.485139,1
发布了头条文章：《湖北爱尔专家团受邀参加2024年度楚明白内障学术会议》 #湖北爱尔眼科医院# #武汉大学附属爱尔眼科医院# 爱尔眼科  湖北爱尔专家团受邀参加2024年度楚明白内障学术会议 ,0.903263,0.0967371,2
【#武大成立人工智能学院#】12月16日，武汉大学微信号发文称：武汉大学人工智能学院今日正式揭牌！学院将自2025年起，在 “人工智能”专业招收本科生，在 “智能科学与技术”学科，招收学术型硕士和博士研究生，在 “电子信息” 学科，招收专业型硕士和博士研究生，并将积极创新人才培养路径，建立健全 ...全文,0.0,0.0,-1
我高中在重点中学的火箭班读书，高三成绩最好的时候，是全年级第六。班主任说，你保持住，考武大是完全没有问题的。可是我没有，成绩从这个顶点开始一路下滑到一百多名。高考的时候，没有考上武大是肯定的，那时候我只是有点遗憾没有多考几分，这样应该能够上211。包括到后面考研的时候，我都没有动过 ...全文,0.0,0.0,-1
武汉大学人工智能学院今日正式揭牌 ,0.850494,0.149506,2
武汉大学人工智能学院 今日正式揭牌！重磅！武大成立新学院！。 ,0.949561,0.0504391,2
#凛冬暖韵·武汉大学2024年钢琴音乐会😇 武汉·钢的琴·名琴馆(金榜名苑店) 用户7841103232的微博视频 ,0.0,0.0,-1
2020年，武汉大学计算机学院获批人工智能本科专业，由计算机学院长期从事人工智能理论研究和技术创新的教师成立了人工智能系，是全国首批建设人工智能一级学科的单位，也是全国首批具有人工智能“本-硕-博”贯通培养能力的单位，每年依托计算机学院培养约60名本科生。 新成立的人工智能学院将面向人工 ...全文,0.0,0.0,-1
#极越前高管杨振入职星巴克#  2024年12月，据媒体报道，极越前高管杨振入职星巴克，担任首席增长官一职，这一任命引发业内广泛关注。   人物背景 杨振毕业于武汉大学英语语言文学、WTO国际经济与法律专业，职业生涯丰富，曾在快销品牌宝洁担任品牌经理，后于百事出任市场总监，还在优酷担任高级副总裁 ...全文,0.989706,0.0102944,2
#凛冬暖韵·武汉大学2024年钢琴音乐会😇 武汉·钢的琴·名琴馆(金榜名苑店) 用户7841103232的微博视频 ,0.913075,0.0869255,2
#雷军晒武汉大学冬景#好好好，这周我就去了 ,0.0,0.0,-1
#凛冬暖韵·武汉大学2024年钢琴音乐会😇 武汉·钢的琴·名琴馆(金榜名苑店) 用户7841103232的微博视频 ,0.913075,0.0869255,2
@武汉大学出版社  武汉大学出版社《破产法实务操作108问》出版  　　继《破产法实务操作105问》之后，本书在实务研讨的基础上，继续收集整理了近年来破产司法审判中的108个疑难问题，根据《企业破产法》等法律法规司法解释，参考地方法院发布的破产审判指导文件、学者观点及域外相关法律规定，对问题扼 ...全文,0.102318,0.897682,0
【#雷军分享武汉大学冬景#】#雷军晒武汉大学冬景#12月16日，雷军在社交平台分享了武汉大学冬景，配文：冬天的武汉大学，别有一番金黄的诗情与画意。@西部决策 西部决策的微博视频 ,0.0,0.0,-1
#凛冬暖韵·武汉大学2024年钢琴音乐会😇 武汉·钢的琴·名琴馆(金榜名苑店) 用户7841103232的微博视频 ,0.913075,0.0869255,2
@武汉大学出版社  武汉大学出版社《破产法实务操作108问》出版  　　继《破产法实务操作105问》之后，本书在实务研讨的基础上，继续收集整理了近年来破产司法审判中的108个疑难问题，根据《企业破产法》等法律法规司法解释，参考地方法院发布的破产审判指导文件、学者观点及域外相关法律规定，对问题扼 ...全文,0.102318,0.897682,0
【#雷军分享武汉大学冬景#】#雷军晒武汉大学冬景#12月16日，雷军在社交平台分享了武汉大学冬景，配文：冬天的武汉大学，别有一番金黄的诗情与画意。@西部决策 西部决策的微博视频 ,0.0,0.0,-1
#凛冬暖韵·武汉大学2024年钢琴音乐会😇 武汉·钢的琴·名琴馆(金榜名苑店) 用户7841103232的微博视频 ,0.913074,0.0869255,2
在医院永远都是睡不好的！ 武汉·武汉大学人民医院 ,0.012272,0.987728,0
武汉大学人工智能学院正式成立 ,0.0,0.0,-1
【#武大成立新学院#！校长兼任院长，明年招生】12月16日，@武汉大学 官微发布消息：武汉大学人工智能学院正式揭牌。据介绍，武汉大学人工智能学院由中国科学院院士、武汉大学校长张平文教授担任首任院长。武汉大学人工智能学院将自2025年起在“人工智能”专业招收本科生，在“智能科学与技术”学科招收 ...全文,0.991926,0.00807374,2
武大人工智能学院成立，由中国科学院院士武汉大学校长张平文教授担任首任院长 ,0.983404,0.0165957,2
#武汉大学人工智能学院成立# 微互动：给你一次重新选择专业的机会，你愿意报考人工智能专业吗？  网页链接 ,0.0,0.0,-1
有时候搞笑之处在于，能够在莫名其妙的地方溜到一个有WiFi能坐下来等东西的地方 武汉·武汉大学中南医院总院区 ,0.0,0.0,-1
#这周考研#来吧，我接受一切挑战。武汉大学，明年见！ ,0.999705,0.000295133,2
猫猫在阳光下吃饭 武汉·武汉大学 ,0.92582,0.0741797,2
有大学想采访我 ,0.0,0.0,-1
80余只黑鹳翱翔长江荆州段 楚天都市报数字报  网页链接 从北京回到武汉，他们临湖建了一个艺术空间 “让艺术与美成为乡村生活日常”“让艺术与美成为乡村生活日常” 恋爱心理讲座变全校通识课 武汉大学这门课年年要“抢”网页链接 他每周末都来武汉超市弹钢琴 今年57岁，还会玩滑板，弹 ...全文,0.998356,0.00164354,2
天行健。利有攸往。 武汉大学激战2日，胜利收兵，今天开启惠州、中山、广州、苏州、郑州、江门、宁波、贵阳、海口、三亚等地急行军，闪电战，冲！ ,0.991468,0.00853182,2
发布了头条文章：《湖北爱尔眼科医院“眼内镜近视手术门诊”正式成立》 #湖北爱尔眼科医院# #武汉大学附属爱尔眼科医院# 爱尔眼科  湖北爱尔眼科医院“眼内镜近视手术门诊”正式成立 ,0.0,0.0,-1
看戏的夜晚#安提戈涅##莎士比亚戏剧社##大学生戏剧节# 总的感觉就是还有提升的空间 武汉·武汉大学 ,0.998549,0.0014515,2
名医推荐： 12月17日周二名医特需门诊 #湖北爱尔眼科医院##武汉大学附属爱尔眼科医院#爱尔眼科 ,0.97785,0.0221504,2
170万买90平，而且在东湖看起来不贵啊。离武汉大学不远，武汉医疗水平也不错，可以考虑来一套。。//@李成东:对刚毕业的年轻人来说是幸福的，百万以内可以买房子。,0.998871,0.00112896,2
地铁🚇很挤，电梯🛗很空 武汉·武汉大学人民医院 ,0.116659,0.883341,0
#新书推送#  《先秦乐教：从德性生命到理想社会》 作者: 王顺然 出版社: 商务印书馆 出版年: 2024-11 页数: 337 定价: 78.00 装帧: 精装 ISBN: 9787100243162  内容简介   “乐教”是传统礼乐文化的重要支柱，却在春秋以降的礼乐崩坏中失传。近人不知“乐教”之义，首因其基本概念的模糊。“声”“音” ...全文,0.0,0.0,-1
170万买90平，而且在东湖看起来不贵啊。离武汉大学不远，武汉医疗水平也不错，可以考虑来一套。。//@李成东:对刚毕业的年轻人来说是幸福的，百万以内可以买房子。,0.998871,0.00112896,2
地铁🚇很挤，电梯🛗很空 武汉·武汉大学人民医院 ,0.116659,0.883341,0
#新书推送#  《先秦乐教：从德性生命到理想社会》 作者: 王顺然 出版社: 商务印书馆 出版年: 2024-11 页数: 337 定价: 78.00 装帧: 精装 ISBN: 9787100243162  内容简介   “乐教”是传统礼乐文化的重要支柱，却在春秋以降的礼乐崩坏中失传。近人不知“乐教”之义，首因其基本概念的模糊。“声”“音” ...全文,0.0,0.0,-1
十三邀，许知远对话陈东升。  武汉大学校友陈东升，窦文涛说，是大师兄。  看看大师兄的成长历程，珞珈山对他的影响！#武汉大学##校友##珞珈山##十三邀##许知远# 吾爱smile的微博视频 ,0.996564,0.00343606,2
珞珈山，爬山。  十八栋别墅群里，最好看的还是12栋。  记得游武大，爬爬珞珈山！#爬山##珞珈山##武汉##武汉大学##周末游玩好去处# 吾爱smile的微博视频 ,0.999893,0.000106485,2
回杭州了，真的好喜欢武汉大学啊 ,0.999879,0.000120792,2
武大的浪漫我也是感受过了 武汉·武汉大学 ,0.999183,0.000817384,2
武汉大学“雷军班”首届仅招30人，合影留念。 ,0.91141,0.0885904,2
#美国与华中的人文交流#  美国与华中地区人文的交流融合也体现在武汉大学的标志性建筑上。美国建筑设计师凯尔斯将中国传统建筑理念与西方建筑艺术巧妙融为一体，主持设计了武汉大学的早期建筑群。这座全国最美学府，是中国近代美中文化交流的历史见证。  武汉大学（Wuhan University） 图1：武汉大学老 ...全文,0.999782,0.000218278,2
江河万古 吹尽黄沙 于文物文书中重睹火洲。 武汉大学《交河一万里》展览。 ,0.959498,0.0405018,2
来武大走一走🚶🏻♂️  记录生活武汉·武汉大学 武汉·武汉大学 ,0.991137,0.0088626,2
#第一动力# 【我在武大造卫星———“新引擎”人物专访 高玉东】 武汉广播电视台的微博视频 ,0.0,0.0,-1
武汉大学  没抢到高铁票，坐绿皮火车回来的 ,0.853342,0.146658,2
#凛冬暖韵·武汉大学2024年钢琴音乐会😇 武汉·钢的琴·名琴馆(金榜名苑店) ,0.964069,0.0359306,2
黄鹤楼果然是江山第一楼，比想象中的高大很多，登上最高处，理解了古代诗人创作的意境，武汉大学面积真的很大，就是太暗了，找个食堂也很困难，晚上去昙华林走了一圈，和福州的烟台山很相似，到处都是文艺气息和年轻人，晚上的江边好冷，坐着轮渡欣赏一下武汉的夜景 ,0.0,0.0,-1
左图讲座（第215期）| 《野鸭》——在双重自审中开辟新的艺术道路  与366位名师相约 每天30分钟一讲座 把你的思维带到未曾去过的地方  第215期 《野鸭》——在双重自审中开辟新的艺术道路 汪余礼 | 武汉大学教授  《野鸭》是“现代戏剧之父”易卜生晚期创作的首部复象戏剧。表面上这是一个发生在威利、 ...全文,0.964656,0.0353441,2
【签署战略合作协议、开展座谈交流｜张平文赴北京推动校企合作】近日，武汉大学与中国建筑集团有限公司战略合作协议签约仪式在北京举行，并与中国南水北调集团有限公司展开座谈交流。在未来，各方将在数智教育建设、联合科技攻关、人才培养培训等领域进一步加强合作，以服务国家重大战略需求为导向，充 ...全文,0.975645,0.0243546,2
每年不一样诶 ,0.932068,0.0679322,2
黄鹤楼果然是江山第一楼，比想象中的高大很多，登上最高处，理解了古代诗人创作的意境，武汉大学面积真的很大，就是太暗了，找个食堂也很困难，晚上去昙华林走了一圈，和福州的烟台山很相似，到处都是文艺气息和年轻人，晚上的江边好冷，坐着轮渡欣赏一下武汉的夜景 ,0.99982,0.000179806,2
左图讲座（第215期）| 《野鸭》——在双重自审中开辟新的艺术道路  与366位名师相约 每天30分钟一讲座 把你的思维带到未曾去过的地方  第215期 《野鸭》——在双重自审中开辟新的艺术道路 汪余礼 | 武汉大学教授  《野鸭》是“现代戏剧之父”易卜生晚期创作的首部复象戏剧。表面上这是一个发生在威利、 ...全文,0.0,0.0,-1
【签署战略合作协议、开展座谈交流｜张平文赴北京推动校企合作】近日，武汉大学与中国建筑集团有限公司战略合作协议签约仪式在北京举行，并与中国南水北调集团有限公司展开座谈交流。在未来，各方将在数智教育建设、联合科技攻关、人才培养培训等领域进一步加强合作，以服务国家重大战略需求为导向，充 ...全文,0.975645,0.0243546,2
每年不一样诶 ,0.932068,0.0679322,2
你武真的是很美很美很美很美的学校 武汉·国立武汉大学 ,0.0,0.0,-1
秋日珞珈 感谢枯鱼老师给机会！@寻我于枯鱼之肆  武汉·武汉大学 ,0.0,0.0,-1
🔅「小学数学学习资料包 (2024年秋)」 链接：网页链接 「小学数学几何专项突破题集 (PDF彩版)」 链接：网页链接 「【专业咖啡师教学课程】咖啡设备及花式咖啡的制作」 链接：网页链接 「解剖与临床----武汉大学」 链接：网页链接 「2019临床检验」  ...全文,0.915885,0.0841149,2
#带娃日常# 回忆初中时光最喜欢上的其实不是英语，而是数学。我很幸运，也很感恩，求学路上总能遇到好多很好很好的老师。初一那年教我们班的数学老师是个女老师，个子很高，从来不备课，我很喜欢上她的课，她讲课不紧不慢逻辑清晰非常厉害，上她的课完全被吸引，节奏把握得好，那年我的数学期末考全年 ...全文,0.999992,8.35201e-06,2
#season的日常#  💙 武汉·武汉大学-凌波门 ,0.994225,0.00577461,2
从今天开始笑容逐渐消失 武汉·武汉大学口腔医院光谷分院 ,0.606265,0.393735,2
#生活手记#得空转了一圈，环境修的确实不错的，但是感觉人流量太少了，票价还卖那么高，该开放的项目一个没开。唯一开心的就是正好撞上了武汉大学和华中农业大学的联合郊游活动，都是大长杆小姐姐 ,0.243435,0.756565,0
武汉大学龙舟队日常桨池训练 顺十而为的微博视频 ,0.946298,0.0537023,2
【#学生一句话武大花近十万元买单#，把“眼睛”朝向学生的良苦用心值得点赞】#武大宠学生的良苦用心值得点赞#近日，@武汉大学   因学生一句话便“光速拿下”价值99800元的《文明交流互鉴丛书》，有同学在社交媒体平台上发文感慨“武大真的太宠我了”。（12月15日人民日报）  一套书，连接着学生的求知 ...全文,0.0,0.0,-1
#拾光#  冬天到了，也有花儿凌寒开，WHUers也要生命力满满哦。  （图片via.杨佳蕙） （文字via.曹博洋 唐雨欣） ,0.989898,0.0101019,2
武汉大学看到了吐鲁番 这也是迄今为止 吐鲁番出土文物文书最为全面 最高规格、最新成果的 一次集中在外展出。  进入展厅 你会先看到一整座 按 1:1 规模复刻的洞窟 它的原型为火焰山脚下的 柏孜克里克石窟群各式壁画 构成一个繁花似锦的世界 别有洞天！ 武汉#武汉大学##魔都看展##看展# ,0.999276,0.000724317,2
新买了相机📷是我送给自己的新年礼物🎁 希望可以多用相机记录2025的生活！ 不得不说生活在武大真的是很幸福的事情 凌波门 珞珈山 樱顶 老斋舍 万林 教五前的大草坪 每一个角落都吸引我驻足。 #武汉大学##富士##摄影# 武汉·武汉大学 ,0.0,0.0,-1
只要雷军人设不崩，小米汽车就不会倒，雷军创业三十年了这点定力和分寸还是有的，雷军还没出手武汉大学的羽绒服就卖脱销了，要是雷军有一天真去做带货主播效果会差吗？ ,0.00144738,0.998553,0
武汉大学茶文化研究中心宋时磊研究员分享中国茶文化的海外传播。#老崔茶馆# 南京·老崔茶馆(碧水云天店) 老崔说茶的微博视频 ,0.958676,0.0413238,2
武汉大学茶文化研究中兴研究员宋时磊教授分享《新世纪以来中国茶文化的海外传播》。#老崔茶馆# 南京·老崔茶馆(碧水云天店) 老崔说茶的微博视频 ,0.0,0.0,-1
“青春向党守初心，失志报国担使命” ,0.993107,0.00689281,2
窦文涛在武汉大学131周年校友论坛上的即兴演讲 文史趣谈君的微博视频 ,0.989843,0.0101567,2
【#武大恋爱讲座开设三年座无虚席#】 12月14日，湖北，据记者报道，临近年末，武汉大学心理学系教授喻丰，正为下学期的“积极心理学”通识课准备教案，3年前，喻丰在武大开设“恋爱心理学”讲座火爆出圈，随后，讲座被学校纳入通识选修课，他将通识课名称改为“积极心理学”课程范围更广，恋爱心理学是 ...全文,0.0,0.0,-1
杨凯生是一个经济学家，武汉大学经济学博士毕业、为何对“禁燃鞭炮”有这么大的执念？有人认为他“不务正业”。 ,0.0,0.0,-1
🌞🚶♂️☕️愉快的周末时光#随手拍#跑步 武汉·武汉大学 ,0.99985,0.000149561,2
浙江省文物考古研究所的研究人员经过3年工作，在浙江省衢州市衢江区发现了一座史前古城遗址——石角山古城遗址。这是浙江西部地区首度发现的史前古城，它从良渚时代开始一直用到了商周时期。专家认为，石角山古城遗址是浙西地区发现的第一座古城遗址，且文化堆积较厚，年代序列完整，历经良渚文化、好 ...全文,0.997655,0.00234534,2
武汉大学开设了“雷军班”，原以为只是学校为了答谢雷军的无偿捐赠，随便弄了一个“名头”开设的，结果没想到是认真的。  进了清北毕业不一定有工作，进了雷军班毕业就地就业，你说哪个香？  雷军可不止一个小米，还有一个身份是投资人，投的企业太多了，所以雷军班的学生不仅仅是就业的问题。  如果仅 ...全文,0.0,0.0,-1
#新书推送#  《元代出仕中国的高丽人群体研究》 作者：申万里 出版社：武汉大学出版社 ISBN：9787307238534 出版时间：2024-11-01  内容简介 本书对元代出仕中国的高丽人群体进行了细致和系统的研究。书稿对海内外学界涉及元代出仕中国高丽人的研究动态进行了梳理，举凡韩、日学界此前对元丽关系史的研 ...全文,0.983849,0.0161506,2
队长YoungCaptain   12.15凌波门日出🌅 愿队长未来永远光明灿烂！！ @队长YoungCaptain 武汉·武汉大学凌波门 ,0.994178,0.00582235,2
很多大学生刚刚毕业的时候，在心理上还没有完成从学校到职场的转变，他们认为同事就像同学一样，应该互相友爱，领导就像老师一样，理应无微不至的关怀，如果说抱着这样的思想走进职场，那么在职场中势必会处处碰壁，因为职场不是慈善场，没有人因为你是新人，就会对你格外关照，甚至反而因为你是新人， ...全文,0.0,0.0,-1
深夜清电脑，翻到了去支教写的总结，存个档吧，毕竟再也写不出了。  在SR小学支教的日子转眼间已经过了一个多月，但有关SR小学的一切仍历历在目，难以忘怀。初入校园，我便能感受到，HG县的领导以及SR小学对本次支教活动的重视及期待，便更觉责任重大，不愿辜负。 支教正式开始前已经准备好的教案在不 ...全文,0.958661,0.0413393,2
深夜清电脑，翻到了去支教写的总结，存个档吧，毕竟再也写不出了。  在SR小学支教的日子转眼间已经过了一个多月，但有关SR小学的一切仍历历在目，难以忘怀。初入校园，我便能感受到，HG县的领导以及SR小学对本次支教活动的重视及期待，便更觉责任重大，不愿辜负。 支教正式开始前已经准备好的教案在不 ...全文,0.958661,0.0413393,2
武昌法院民事判决书（2024）鄂 0106 民初 15087 号的错判误判 康强武汉大学  武昌法院基本维护国家公立单位， 维护政权部门， 有证据就判原告康强个人败诉。 原则成立。       被告武汉大学人民医院尹晶教授， 三条均系虚假捏造的，  1想多要赔偿，  法律不主张挫伤赔偿， 交警解释老年人没有误工费，  ...全文,0.0,0.0,-1
今天下午的讲座请了武汉大学的教授讲红楼梦🥺 ,0.983479,0.016521,2
好吧 今天没有等到日出 武汉·武汉大学凌波门 ,0.86578,0.13422,2
武汉大学开设了“雷军班”，原以为只是学校为了答谢雷军的无偿捐赠，随便弄了一个“名头”开设的，结果没想到是认真的。  认真到什么程度呢？有高考学生分数线超过了清北，可他们就是不去清北，而是选择了武汉大学的“雷军班”，到底是什么魅力让“雷军班”如此受欢迎呢？  有人说，只要你读了武汉大学 ...全文,0.825943,0.174057,2
好喜欢武汉大学好喜欢武汉大学好喜欢武汉大学好喜欢武汉大学好喜欢武汉大学 我的梦校 也素我的母校🤤🤤🤤🤤🤤🤤 ,0.999993,7.29472e-06,2
#关注#【“珞珈书屋”揭牌仪式暨北京校友企业家座谈会举办】12月12日，丰台区、武汉大学共同举办“珞珈书屋”揭牌仪式暨北京校友企业家座谈会。中国科学院院士、武汉大学校长张平文，区委副书记、区长初军威出席活动。 “珞珈书屋”揭牌仪式暨北京校友企业家座谈会举办 ,0.0,0.0,-1
武汉大学、汉口江滩、宜家连轴转 ,0.943458,0.056542,2
#在雪里碰头##天猫冰雪季# 白茫茫的雪地里，每一步都踏出深深的足迹，而你我，就在这纯净无瑕的世界里不期而遇。无论是滑雪场上的速度与激情，还是堆雪人、打雪仗的童真乐趣，这个冬天，因为有了彼此的陪伴，而变得更加温暖而有意义。 别忘了，打开天猫，探索更多冰雪季的惊喜好物，为你的冬日增添一抹 ...全文,0.999974,2.56054e-05,2
我认识的J老师，本科毕业于武汉大学，硕士和博士均毕业于北京大学。他看了很多很多书，他就是一个带有一些愚痴感的读书人，是一个真正的读书人。他为人处世非常低调又非常热情，但是他生错了时代，如果三十年前，肯定有太多人敬仰他的学问，敬仰他的人品。  但是在这个时代，竟然有三五个学生都利用了 ...全文,0.994864,0.0051359,2
武汉大学梁子湖试验水域发现高密度的中华桃花水母，初步估计每平方米有800到1000只。桃花水母起源于大约5.5亿年前，堪称真正的“活化石”。 #活化石# #生物奇迹# 宠物小窝主的微博视频 ,0.973777,0.0262233,2
特意跑到武大去吃双喜铁板烧，却吃不到幸福的味道，好难过～～～～～～啊啊啊啊啊啊啊！！！！！！！！！！！！！！！我为什么对食物已经没有欲望了！！！！！！！！！！！ 吃完饭去逛商场发现有走秀，凑热闹的瞄了一眼，表 ...全文,0.000302248,0.999698,0
忙得不得了，还花了一下午的时间在院子里给大家做了圣诞树🎄，却没时间拍照，明天出发去武汉大学上学啦，back in a week ,0.991202,0.00879779,2
武汉大学，依山傍水，诗情画意，名不虚传！ ,0.999879,0.000120677,2
☀️🍂☕️🏫 虚浮 武汉·武汉大学 ,0.461821,0.538179,1
【HIV拒诊风波，律师：可能危及医生的生命健康权时，患者的隐私权应让渡，如何让渡需立法讨论】坐在口腔科诊室时，李晨正好面向医生的电脑，他清晰地看到了自己在武汉大学中南医院所做的检测报告单，其中明确显示“HIV检测阳性”。他感染艾滋病病毒已有数年，但从未对外公开，亲戚朋友都不清楚。按规定 ...全文,0.0826645,0.917336,0
跪地上是因为生气了 武汉·武汉大学 ,0.0140569,0.985943,0
几年前耗完武汉大学100集的神话学 又见到川大60节的符号 [举花铃] 北京的前端程序员请我的 海底捞？  强推 这部算法书 是真的拽  我的欢喜我的忧 都有人买单    ,0.0,0.0,-1
第1集/个人介绍+从交大到武大，如何培养学习能力？   从西安交大到武汉大学，名校之路如何铸就？我将在本期分享我的成长经历，以及深度探讨如何培养超强学习能力，带你开启学霸养成之旅！ 米奥和她言视界的微博视频 ,0.999738,0.000262059,2
【#2024年武汉科技感爆发#】由世界知识产权组织发布的《2024年全球创新指数报告》显示，全球百强科技创新集群中，武汉位居全球第十三位；在中国城市科技创新集群中，武汉位列第五位。  #2024余额已不足20天#这一年武汉发生了啥？武汉无人驾驶飞行器赏樱全球首飞、武汉一号卫星升空、“武汉大学人民医院 ...全文,0.942228,0.0577718,2
【武大女生挑战旁听100节课：#高校如何给学生学习提供更多便利#】最近，武汉大学的邓同学在社交媒体分享自己“在武汉尝试一百节课”的感受，引发关注。邓同学的“听课模式”不一定适合所有人，不同人在现实面前，会有不同的选择。但作为高校管理者，应该尽量为那些愿意旁听、热爱学习的年轻人提供便利 ...全文,0.0,0.0,-1
休息一天跟慧慧拍证件照 武汉·国立武汉大学 ,0.928107,0.0718929,2
